,knockouts,carbon source,yield,slope
2777,"G6PDH2r,PGL|TKT1,TKT2",ac,0.0,0.0
2778,"G6PDH2r,PGL|TKT1,TKT2",dhap,0.0,0.0
2779,"G6PDH2r,PGL|TKT1,TKT2",electrons,0.0,0.0
2780,"G6PDH2r,PGL|TALA",g6p,0.0,0.0
2781,"G6PDH2r,PGL|TALA",f6p,0.0,0.0
2782,"G6PDH2r,PGL|TALA",6pgc,0.723,0.0
2783,"G6PDH2r,PGL|TALA",r5p,0.746,12.862
2784,"G6PDH2r,PGL|TALA",succ,0.0,0.0
2785,"G6PDH2r,PGL|TALA",xu5p_D,0.746,12.862
2786,"G6PDH2r,PGL|TALA",2pg,0.0,0.0
2787,"G6PDH2r,PGL|TALA",ac,0.0,0.0
2788,"G6PDH2r,PGL|TALA",dhap,0.0,0.0
2789,"G6PDH2r,PGL|TALA",electrons,0.0,0.0
2790,"G6PDH2r,PGL|PPC",g6p,0.799,0.0
2791,"G6PDH2r,PGL|PPC",f6p,0.799,0.0
2792,"G6PDH2r,PGL|PPC",6pgc,0.756,0.0
2793,"G6PDH2r,PGL|PPC",r5p,0.81,0.0
2794,"G6PDH2r,PGL|PPC",succ,0.553,0.0
2795,"G6PDH2r,PGL|PPC",xu5p_D,0.81,0.0
2796,"G6PDH2r,PGL|PPC",2pg,0.685,0.0
2797,"G6PDH2r,PGL|PPC",ac,0.54,0.0
2798,"G6PDH2r,PGL|PPC",dhap,0.846,0.0
2799,"G6PDH2r,PGL|PPC",electrons,0.469,54.192
2800,"G6PDH2r,PGL|PPCK",g6p,0.805,0.0
2801,"G6PDH2r,PGL|PPCK",f6p,0.805,0.0
2802,"G6PDH2r,PGL|PPCK",6pgc,0.761,0.0
2803,"G6PDH2r,PGL|PPCK",r5p,0.815,0.0
2804,"G6PDH2r,PGL|PPCK",succ,0.54,0.0
2805,"G6PDH2r,PGL|PPCK",xu5p_D,0.815,0.0
2806,"G6PDH2r,PGL|PPCK",2pg,0.69,0.0
2807,"G6PDH2r,PGL|PPCK",ac,0.527,0.0
2808,"G6PDH2r,PGL|PPCK",dhap,0.852,0.0
2809,"G6PDH2r,PGL|PPCK",electrons,0.499,45.595
2810,"G6PDH2r,PGL|CS",g6p,0.0,0.0
2811,"G6PDH2r,PGL|CS",f6p,0.0,0.0
2812,"G6PDH2r,PGL|CS",6pgc,0.0,0.0
2813,"G6PDH2r,PGL|CS",r5p,0.0,0.0
2814,"G6PDH2r,PGL|CS",succ,0.0,0.0
2815,"G6PDH2r,PGL|CS",xu5p_D,0.0,0.0
2816,"G6PDH2r,PGL|CS",2pg,0.0,0.0
2817,"G6PDH2r,PGL|CS",ac,0.0,0.0
2818,"G6PDH2r,PGL|CS",dhap,0.0,0.0
2819,"G6PDH2r,PGL|CS",electrons,0.0,0.0
2820,"G6PDH2r,PGL|ACONTa,ACONTb",g6p,0.0,0.0
2821,"G6PDH2r,PGL|ACONTa,ACONTb",f6p,0.0,0.0
2822,"G6PDH2r,PGL|ACONTa,ACONTb",6pgc,0.0,0.0
2823,"G6PDH2r,PGL|ACONTa,ACONTb",r5p,0.0,0.0
2824,"G6PDH2r,PGL|ACONTa,ACONTb",succ,0.0,0.0
2825,"G6PDH2r,PGL|ACONTa,ACONTb",xu5p_D,0.0,0.0
2826,"G6PDH2r,PGL|ACONTa,ACONTb",2pg,0.0,0.0
2827,"G6PDH2r,PGL|ACONTa,ACONTb",ac,0.0,0.0
2828,"G6PDH2r,PGL|ACONTa,ACONTb",dhap,0.0,0.0
2829,"G6PDH2r,PGL|ACONTa,ACONTb",electrons,0.0,0.0
2830,"G6PDH2r,PGL|ALCD2x",g6p,0.805,0.0
2831,"G6PDH2r,PGL|ALCD2x",f6p,0.805,0.0
2832,"G6PDH2r,PGL|ALCD2x",6pgc,0.761,0.0
2833,"G6PDH2r,PGL|ALCD2x",r5p,0.815,0.0
2834,"G6PDH2r,PGL|ALCD2x",succ,0.553,0.0
2835,"G6PDH2r,PGL|ALCD2x",xu5p_D,0.815,0.0
2836,"G6PDH2r,PGL|ALCD2x",2pg,0.69,0.0
2837,"G6PDH2r,PGL|ALCD2x",ac,0.54,0.0
2838,"G6PDH2r,PGL|ALCD2x",dhap,0.852,0.0
2839,"G6PDH2r,PGL|ALCD2x",electrons,0.499,45.595
2840,"G6PDH2r,PGL|ACALD",g6p,0.805,0.0
2841,"G6PDH2r,PGL|ACALD",f6p,0.805,0.0
2842,"G6PDH2r,PGL|ACALD",6pgc,0.761,0.0
2843,"G6PDH2r,PGL|ACALD",r5p,0.815,0.0
2844,"G6PDH2r,PGL|ACALD",succ,0.553,0.0
2845,"G6PDH2r,PGL|ACALD",xu5p_D,0.815,0.0
2846,"G6PDH2r,PGL|ACALD",2pg,0.69,0.0
2847,"G6PDH2r,PGL|ACALD",ac,0.54,0.0
2848,"G6PDH2r,PGL|ACALD",dhap,0.852,0.0
2849,"G6PDH2r,PGL|ACALD",electrons,0.499,45.595
2850,"GND|EDD,EDA",g6p,0.805,0.0
2851,"GND|EDD,EDA",f6p,0.805,0.0
2852,"GND|EDD,EDA",6pgc,0.0,0.0
2853,"GND|EDD,EDA",r5p,0.815,0.0
2854,"GND|EDD,EDA",succ,0.553,0.0
2855,"GND|EDD,EDA",xu5p_D,0.815,0.0
2856,"GND|EDD,EDA",2pg,0.69,0.0
2857,"GND|EDD,EDA",ac,0.54,0.0
2858,"GND|EDD,EDA",dhap,0.852,0.0
2859,"GND|EDD,EDA",electrons,0.499,45.595
2860,GND|RPE,g6p,0.0,0.0
2861,GND|RPE,f6p,0.0,0.0
2862,GND|RPE,6pgc,0.0,0.0
2863,GND|RPE,r5p,0.75,12.247
2864,GND|RPE,succ,0.0,0.0
2865,GND|RPE,xu5p_D,0.0,0.0
2866,GND|RPE,2pg,0.0,0.0
2867,GND|RPE,ac,0.0,0.0
2868,GND|RPE,dhap,0.0,0.0
2869,GND|RPE,electrons,0.0,0.0
2870,GND|RPI,g6p,0.793,2.156
2871,GND|RPI,f6p,0.793,2.156
2872,GND|RPI,6pgc,0.705,2.156
2873,GND|RPI,r5p,0.0,0.0
2874,GND|RPI,succ,0.539,2.156
2875,GND|RPI,xu5p_D,0.726,15.923
2876,GND|RPI,2pg,0.675,2.156
2877,GND|RPI,ac,0.529,2.156
2878,GND|RPI,dhap,0.834,2.156
2879,GND|RPI,electrons,0.0,0.0
2880,"GND|TKT1,TKT2",g6p,0.0,0.0
2881,"GND|TKT1,TKT2",f6p,0.0,0.0
2882,"GND|TKT1,TKT2",6pgc,0.0,0.0
2883,"GND|TKT1,TKT2",r5p,0.0,0.0
2884,"GND|TKT1,TKT2",succ,0.0,0.0
2885,"GND|TKT1,TKT2",xu5p_D,0.0,0.0
2886,"GND|TKT1,TKT2",2pg,0.0,0.0
2887,"GND|TKT1,TKT2",ac,0.0,0.0
2888,"GND|TKT1,TKT2",dhap,0.0,0.0
2889,"GND|TKT1,TKT2",electrons,0.0,0.0
2890,GND|TALA,g6p,0.0,0.0
2891,GND|TALA,f6p,0.0,0.0
2892,GND|TALA,6pgc,0.0,0.0
2893,GND|TALA,r5p,0.746,12.862
2894,GND|TALA,succ,0.0,0.0
2895,GND|TALA,xu5p_D,0.746,12.862
2896,GND|TALA,2pg,0.0,0.0
2897,GND|TALA,ac,0.0,0.0
2898,GND|TALA,dhap,0.0,0.0
2899,GND|TALA,electrons,0.0,0.0
2900,GND|PPC,g6p,0.799,0.0
2901,GND|PPC,f6p,0.799,0.0
2902,GND|PPC,6pgc,0.715,0.0
2903,GND|PPC,r5p,0.81,0.0
2904,GND|PPC,succ,0.553,0.0
2905,GND|PPC,xu5p_D,0.81,0.0
2906,GND|PPC,2pg,0.685,0.0
2907,GND|PPC,ac,0.54,0.0
2908,GND|PPC,dhap,0.846,0.0
2909,GND|PPC,electrons,0.469,54.192
2910,GND|PPCK,g6p,0.805,0.0
2911,GND|PPCK,f6p,0.805,0.0
2912,GND|PPCK,6pgc,0.72,0.0
2913,GND|PPCK,r5p,0.815,0.0
2914,GND|PPCK,succ,0.54,0.0
2915,GND|PPCK,xu5p_D,0.815,0.0
2916,GND|PPCK,2pg,0.69,0.0
2917,GND|PPCK,ac,0.527,0.0
2918,GND|PPCK,dhap,0.852,0.0
2919,GND|PPCK,electrons,0.499,45.595
2920,GND|CS,g6p,0.0,0.0
2921,GND|CS,f6p,0.0,0.0
2922,GND|CS,6pgc,0.0,0.0
2923,GND|CS,r5p,0.0,0.0
2924,GND|CS,succ,0.0,0.0
2925,GND|CS,xu5p_D,0.0,0.0
2926,GND|CS,2pg,0.0,0.0
2927,GND|CS,ac,0.0,0.0
2928,GND|CS,dhap,0.0,0.0
2929,GND|CS,electrons,0.0,0.0
2930,"GND|ACONTa,ACONTb",g6p,0.0,0.0
2931,"GND|ACONTa,ACONTb",f6p,0.0,0.0
2932,"GND|ACONTa,ACONTb",6pgc,0.0,0.0
2933,"GND|ACONTa,ACONTb",r5p,0.0,0.0
2934,"GND|ACONTa,ACONTb",succ,0.0,0.0
2935,"GND|ACONTa,ACONTb",xu5p_D,0.0,0.0
2936,"GND|ACONTa,ACONTb",2pg,0.0,0.0
2937,"GND|ACONTa,ACONTb",ac,0.0,0.0
2938,"GND|ACONTa,ACONTb",dhap,0.0,0.0
2939,"GND|ACONTa,ACONTb",electrons,0.0,0.0
2940,GND|ALCD2x,g6p,0.805,0.0
2941,GND|ALCD2x,f6p,0.805,0.0
2942,GND|ALCD2x,6pgc,0.72,0.0
2943,GND|ALCD2x,r5p,0.815,0.0
2944,GND|ALCD2x,succ,0.553,0.0
2945,GND|ALCD2x,xu5p_D,0.815,0.0
2946,GND|ALCD2x,2pg,0.69,0.0
2947,GND|ALCD2x,ac,0.54,0.0
2948,GND|ALCD2x,dhap,0.852,0.0
2949,GND|ALCD2x,electrons,0.499,45.595
2950,GND|ACALD,g6p,0.805,0.0
2951,GND|ACALD,f6p,0.805,0.0
2952,GND|ACALD,6pgc,0.72,0.0
2953,GND|ACALD,r5p,0.815,0.0
2954,GND|ACALD,succ,0.553,0.0
2955,GND|ACALD,xu5p_D,0.815,0.0
2956,GND|ACALD,2pg,0.69,0.0
2957,GND|ACALD,ac,0.54,0.0
2958,GND|ACALD,dhap,0.852,0.0
2959,GND|ACALD,electrons,0.499,45.595
2960,"EDD,EDA|RPE",g6p,0.807,0.0
2961,"EDD,EDA|RPE",f6p,0.807,0.0
2962,"EDD,EDA|RPE",6pgc,0.702,10.785
2963,"EDD,EDA|RPE",r5p,0.75,12.247
2964,"EDD,EDA|RPE",succ,0.551,0.0
2965,"EDD,EDA|RPE",xu5p_D,0.827,0.0
2966,"EDD,EDA|RPE",2pg,0.69,0.0
2967,"EDD,EDA|RPE",ac,0.537,0.0
2968,"EDD,EDA|RPE",dhap,0.852,0.0
2969,"EDD,EDA|RPE",electrons,0.0,0.0
2970,"EDD,EDA|RPI",g6p,0.793,2.156
2971,"EDD,EDA|RPI",f6p,0.793,2.156
2972,"EDD,EDA|RPI",6pgc,0.676,14.482
2973,"EDD,EDA|RPI",r5p,0.691,0.0
2974,"EDD,EDA|RPI",succ,0.539,2.156
2975,"EDD,EDA|RPI",xu5p_D,0.726,15.923
2976,"EDD,EDA|RPI",2pg,0.675,2.156
2977,"EDD,EDA|RPI",ac,0.529,2.156
2978,"EDD,EDA|RPI",dhap,0.834,2.156
2979,"EDD,EDA|RPI",electrons,0.0,0.0
2980,"EDD,EDA|TKT1,TKT2",g6p,0.0,0.0
2981,"EDD,EDA|TKT1,TKT2",f6p,0.0,0.0
2982,"EDD,EDA|TKT1,TKT2",6pgc,0.0,0.0
2983,"EDD,EDA|TKT1,TKT2",r5p,0.0,0.0
2984,"EDD,EDA|TKT1,TKT2",succ,0.0,0.0
2985,"EDD,EDA|TKT1,TKT2",xu5p_D,0.0,0.0
2986,"EDD,EDA|TKT1,TKT2",2pg,0.0,0.0
2987,"EDD,EDA|TKT1,TKT2",ac,0.0,0.0
2988,"EDD,EDA|TKT1,TKT2",dhap,0.0,0.0
2989,"EDD,EDA|TKT1,TKT2",electrons,0.0,0.0
2990,"EDD,EDA|TALA",g6p,0.806,0.0
2991,"EDD,EDA|TALA",f6p,0.806,0.0
2992,"EDD,EDA|TALA",6pgc,0.698,11.404
2993,"EDD,EDA|TALA",r5p,0.746,12.862
2994,"EDD,EDA|TALA",succ,0.552,0.0
2995,"EDD,EDA|TALA",xu5p_D,0.746,12.862
2996,"EDD,EDA|TALA",2pg,0.69,0.0
2997,"EDD,EDA|TALA",ac,0.538,0.0
2998,"EDD,EDA|TALA",dhap,0.852,0.0
2999,"EDD,EDA|TALA",electrons,0.0,0.0
3000,"EDD,EDA|PPC",g6p,0.812,0.0
3001,"EDD,EDA|PPC",f6p,0.812,0.0
3002,"EDD,EDA|PPC",6pgc,0.757,0.0
3003,"EDD,EDA|PPC",r5p,0.821,0.0
3004,"EDD,EDA|PPC",succ,0.553,0.0
3005,"EDD,EDA|PPC",xu5p_D,0.821,0.0
3006,"EDD,EDA|PPC",2pg,0.687,0.0
3007,"EDD,EDA|PPC",ac,0.54,0.0
3008,"EDD,EDA|PPC",dhap,0.848,0.0
3009,"EDD,EDA|PPC",electrons,0.469,54.192
3010,"EDD,EDA|PPCK",g6p,0.817,0.0
3011,"EDD,EDA|PPCK",f6p,0.817,0.0
3012,"EDD,EDA|PPCK",6pgc,0.764,0.0
3013,"EDD,EDA|PPCK",r5p,0.828,0.0
3014,"EDD,EDA|PPCK",succ,0.54,0.0
3015,"EDD,EDA|PPCK",xu5p_D,0.828,0.0
3016,"EDD,EDA|PPCK",2pg,0.691,0.0
3017,"EDD,EDA|PPCK",ac,0.527,0.0
3018,"EDD,EDA|PPCK",dhap,0.854,0.0
3019,"EDD,EDA|PPCK",electrons,0.499,45.595
3020,"EDD,EDA|CS",g6p,0.0,0.0
3021,"EDD,EDA|CS",f6p,0.0,0.0
3022,"EDD,EDA|CS",6pgc,0.0,0.0
3023,"EDD,EDA|CS",r5p,0.0,0.0
3024,"EDD,EDA|CS",succ,0.0,0.0
3025,"EDD,EDA|CS",xu5p_D,0.0,0.0
3026,"EDD,EDA|CS",2pg,0.0,0.0
3027,"EDD,EDA|CS",ac,0.0,0.0
3028,"EDD,EDA|CS",dhap,0.0,0.0
3029,"EDD,EDA|CS",electrons,0.0,0.0
3030,"EDD,EDA|ACONTa,ACONTb",g6p,0.0,0.0
3031,"EDD,EDA|ACONTa,ACONTb",f6p,0.0,0.0
3032,"EDD,EDA|ACONTa,ACONTb",6pgc,0.0,0.0
3033,"EDD,EDA|ACONTa,ACONTb",r5p,0.0,0.0
3034,"EDD,EDA|ACONTa,ACONTb",succ,0.0,0.0
3035,"EDD,EDA|ACONTa,ACONTb",xu5p_D,0.0,0.0
3036,"EDD,EDA|ACONTa,ACONTb",2pg,0.0,0.0
3037,"EDD,EDA|ACONTa,ACONTb",ac,0.0,0.0
3038,"EDD,EDA|ACONTa,ACONTb",dhap,0.0,0.0
3039,"EDD,EDA|ACONTa,ACONTb",electrons,0.0,0.0
3040,"EDD,EDA|ALCD2x",g6p,0.817,0.0
3041,"EDD,EDA|ALCD2x",f6p,0.817,0.0
3042,"EDD,EDA|ALCD2x",6pgc,0.764,0.0
3043,"EDD,EDA|ALCD2x",r5p,0.828,0.0
3044,"EDD,EDA|ALCD2x",succ,0.553,0.0
3045,"EDD,EDA|ALCD2x",xu5p_D,0.828,0.0
3046,"EDD,EDA|ALCD2x",2pg,0.691,0.0
3047,"EDD,EDA|ALCD2x",ac,0.54,0.0
3048,"EDD,EDA|ALCD2x",dhap,0.854,0.0
3049,"EDD,EDA|ALCD2x",electrons,0.499,45.595
3050,"EDD,EDA|ACALD",g6p,0.817,0.0
3051,"EDD,EDA|ACALD",f6p,0.817,0.0
3052,"EDD,EDA|ACALD",6pgc,0.764,0.0
3053,"EDD,EDA|ACALD",r5p,0.828,0.0
3054,"EDD,EDA|ACALD",succ,0.553,0.0
3055,"EDD,EDA|ACALD",xu5p_D,0.828,0.0
3056,"EDD,EDA|ACALD",2pg,0.691,0.0
3057,"EDD,EDA|ACALD",ac,0.54,0.0
3058,"EDD,EDA|ACALD",dhap,0.854,0.0
3059,"EDD,EDA|ACALD",electrons,0.499,45.596
3060,RPE|RPI,g6p,0.0,0.0
3061,RPE|RPI,f6p,0.0,0.0
3062,RPE|RPI,6pgc,0.0,0.0
3063,RPE|RPI,r5p,0.0,0.0
3064,RPE|RPI,succ,0.0,0.0
3065,RPE|RPI,xu5p_D,0.0,0.0
3066,RPE|RPI,2pg,0.0,0.0
3067,RPE|RPI,ac,0.0,0.0
3068,RPE|RPI,dhap,0.0,0.0
3069,RPE|RPI,electrons,0.0,0.0
3070,"RPE|TKT1,TKT2",g6p,0.0,0.0
3071,"RPE|TKT1,TKT2",f6p,0.0,0.0
3072,"RPE|TKT1,TKT2",6pgc,0.0,0.0
3073,"RPE|TKT1,TKT2",r5p,0.0,0.0
3074,"RPE|TKT1,TKT2",succ,0.0,0.0
3075,"RPE|TKT1,TKT2",xu5p_D,0.0,0.0
3076,"RPE|TKT1,TKT2",2pg,0.0,0.0
3077,"RPE|TKT1,TKT2",ac,0.0,0.0
3078,"RPE|TKT1,TKT2",dhap,0.0,0.0
3079,"RPE|TKT1,TKT2",electrons,0.0,0.0
3080,RPE|TALA,g6p,0.0,0.0
3081,RPE|TALA,f6p,0.0,0.0
3082,RPE|TALA,6pgc,0.0,0.0
3083,RPE|TALA,r5p,0.0,0.0
3084,RPE|TALA,succ,0.0,0.0
3085,RPE|TALA,xu5p_D,0.0,0.0
3086,RPE|TALA,2pg,0.0,0.0
3087,RPE|TALA,ac,0.0,0.0
3088,RPE|TALA,dhap,0.0,0.0
3089,RPE|TALA,electrons,0.0,0.0
3090,RPE|PPC,g6p,0.801,0.0
3091,RPE|PPC,f6p,0.801,0.0
3092,RPE|PPC,6pgc,0.721,0.0
3093,RPE|PPC,r5p,0.745,12.34
3094,RPE|PPC,succ,0.551,0.0
3095,RPE|PPC,xu5p_D,0.814,0.0
3096,RPE|PPC,2pg,0.685,0.0
3097,RPE|PPC,ac,0.537,0.0
3098,RPE|PPC,dhap,0.846,0.0
3099,RPE|PPC,electrons,0.0,0.0
3100,RPE|PPCK,g6p,0.807,0.0
3101,RPE|PPCK,f6p,0.807,0.0
3102,RPE|PPCK,6pgc,0.726,0.0
3103,RPE|PPCK,r5p,0.75,12.247
3104,RPE|PPCK,succ,0.536,0.0
3105,RPE|PPCK,xu5p_D,0.827,0.0
3106,RPE|PPCK,2pg,0.69,0.0
3107,RPE|PPCK,ac,0.523,0.0
3108,RPE|PPCK,dhap,0.852,0.0
3109,RPE|PPCK,electrons,0.0,0.0
3110,RPE|CS,g6p,0.0,0.0
3111,RPE|CS,f6p,0.0,0.0
3112,RPE|CS,6pgc,0.0,0.0
3113,RPE|CS,r5p,0.0,0.0
3114,RPE|CS,succ,0.0,0.0
3115,RPE|CS,xu5p_D,0.0,0.0
3116,RPE|CS,2pg,0.0,0.0
3117,RPE|CS,ac,0.0,0.0
3118,RPE|CS,dhap,0.0,0.0
3119,RPE|CS,electrons,0.0,0.0
3120,"RPE|ACONTa,ACONTb",g6p,0.0,0.0
3121,"RPE|ACONTa,ACONTb",f6p,0.0,0.0
3122,"RPE|ACONTa,ACONTb",6pgc,0.0,0.0
3123,"RPE|ACONTa,ACONTb",r5p,0.0,0.0
3124,"RPE|ACONTa,ACONTb",succ,0.0,0.0
3125,"RPE|ACONTa,ACONTb",xu5p_D,0.0,0.0
3126,"RPE|ACONTa,ACONTb",2pg,0.0,0.0
3127,"RPE|ACONTa,ACONTb",ac,0.0,0.0
3128,"RPE|ACONTa,ACONTb",dhap,0.0,0.0
3129,"RPE|ACONTa,ACONTb",electrons,0.0,0.0
3130,RPE|ALCD2x,g6p,0.807,0.0
3131,RPE|ALCD2x,f6p,0.807,0.0
3132,RPE|ALCD2x,6pgc,0.726,0.0
3133,RPE|ALCD2x,r5p,0.75,12.247
3134,RPE|ALCD2x,succ,0.551,0.0
3135,RPE|ALCD2x,xu5p_D,0.827,0.0
3136,RPE|ALCD2x,2pg,0.69,0.0
3137,RPE|ALCD2x,ac,0.537,0.0
3138,RPE|ALCD2x,dhap,0.852,0.0
3139,RPE|ALCD2x,electrons,0.0,0.0
3140,RPE|ACALD,g6p,0.807,0.0
3141,RPE|ACALD,f6p,0.807,0.0
3142,RPE|ACALD,6pgc,0.726,0.0
3143,RPE|ACALD,r5p,0.75,12.247
3144,RPE|ACALD,succ,0.551,0.0
3145,RPE|ACALD,xu5p_D,0.827,0.0
3146,RPE|ACALD,2pg,0.69,0.0
3147,RPE|ACALD,ac,0.537,0.0
3148,RPE|ACALD,dhap,0.852,0.0
3149,RPE|ACALD,electrons,0.0,0.0
3150,"RPI|TKT1,TKT2",g6p,0.0,0.0
3151,"RPI|TKT1,TKT2",f6p,0.0,0.0
3152,"RPI|TKT1,TKT2",6pgc,0.0,0.0
3153,"RPI|TKT1,TKT2",r5p,0.0,0.0
3154,"RPI|TKT1,TKT2",succ,0.0,0.0
3155,"RPI|TKT1,TKT2",xu5p_D,0.0,0.0
3156,"RPI|TKT1,TKT2",2pg,0.0,0.0
3157,"RPI|TKT1,TKT2",ac,0.0,0.0
3158,"RPI|TKT1,TKT2",dhap,0.0,0.0
3159,"RPI|TKT1,TKT2",electrons,0.0,0.0
3160,RPI|TALA,g6p,0.0,0.0
3161,RPI|TALA,f6p,0.0,0.0
3162,RPI|TALA,6pgc,0.0,0.0
3163,RPI|TALA,r5p,0.0,0.0
3164,RPI|TALA,succ,0.0,0.0
3165,RPI|TALA,xu5p_D,0.0,0.0
3166,RPI|TALA,2pg,0.0,0.0
3167,RPI|TALA,ac,0.0,0.0
3168,RPI|TALA,dhap,0.0,0.0
3169,RPI|TALA,electrons,0.0,0.0
3170,RPI|PPC,g6p,0.788,2.156
3171,RPI|PPC,f6p,0.788,2.156
3172,RPI|PPC,6pgc,0.7,2.156
3173,RPI|PPC,r5p,0.577,0.0
3174,RPI|PPC,succ,0.539,2.156
3175,RPI|PPC,xu5p_D,0.721,16.017
3176,RPI|PPC,2pg,0.67,2.156
3177,RPI|PPC,ac,0.529,2.156
3178,RPI|PPC,dhap,0.828,2.156
3179,RPI|PPC,electrons,0.0,0.0
3180,RPI|PPCK,g6p,0.793,2.156
3181,RPI|PPCK,f6p,0.793,2.156
3182,RPI|PPCK,6pgc,0.705,2.156
3183,RPI|PPCK,r5p,0.691,0.0
3184,RPI|PPCK,succ,0.528,2.156
3185,RPI|PPCK,xu5p_D,0.726,15.923
3186,RPI|PPCK,2pg,0.675,2.156
3187,RPI|PPCK,ac,0.519,2.156
3188,RPI|PPCK,dhap,0.834,2.156
3189,RPI|PPCK,electrons,0.0,0.0
3190,RPI|CS,g6p,0.0,0.0
3191,RPI|CS,f6p,0.0,0.0
3192,RPI|CS,6pgc,0.0,0.0
3193,RPI|CS,r5p,0.0,0.0
3194,RPI|CS,succ,0.0,0.0
3195,RPI|CS,xu5p_D,0.0,0.0
3196,RPI|CS,2pg,0.0,0.0
3197,RPI|CS,ac,0.0,0.0
3198,RPI|CS,dhap,0.0,0.0
3199,RPI|CS,electrons,0.0,0.0
3200,"RPI|ACONTa,ACONTb",g6p,0.0,0.0
3201,"RPI|ACONTa,ACONTb",f6p,0.0,0.0
3202,"RPI|ACONTa,ACONTb",6pgc,0.0,0.0
3203,"RPI|ACONTa,ACONTb",r5p,0.0,0.0
3204,"RPI|ACONTa,ACONTb",succ,0.0,0.0
3205,"RPI|ACONTa,ACONTb",xu5p_D,0.0,0.0
3206,"RPI|ACONTa,ACONTb",2pg,0.0,0.0
3207,"RPI|ACONTa,ACONTb",ac,0.0,0.0
3208,"RPI|ACONTa,ACONTb",dhap,0.0,0.0
3209,"RPI|ACONTa,ACONTb",electrons,0.0,0.0
3210,RPI|ALCD2x,g6p,0.793,2.156
3211,RPI|ALCD2x,f6p,0.793,2.156
3212,RPI|ALCD2x,6pgc,0.705,2.156
3213,RPI|ALCD2x,r5p,0.691,0.0
3214,RPI|ALCD2x,succ,0.539,2.156
3215,RPI|ALCD2x,xu5p_D,0.726,15.923
3216,RPI|ALCD2x,2pg,0.675,2.156
3217,RPI|ALCD2x,ac,0.529,2.156
3218,RPI|ALCD2x,dhap,0.834,2.156
3219,RPI|ALCD2x,electrons,0.0,0.0
3220,RPI|ACALD,g6p,0.793,2.156
3221,RPI|ACALD,f6p,0.793,2.156
3222,RPI|ACALD,6pgc,0.705,2.156
3223,RPI|ACALD,r5p,0.691,0.0
3224,RPI|ACALD,succ,0.539,2.156
3225,RPI|ACALD,xu5p_D,0.726,15.923
3226,RPI|ACALD,2pg,0.675,2.156
3227,RPI|ACALD,ac,0.529,2.156
3228,RPI|ACALD,dhap,0.834,2.156
3229,RPI|ACALD,electrons,0.0,0.0
3230,"TKT1,TKT2|TALA",g6p,0.0,0.0
3231,"TKT1,TKT2|TALA",f6p,0.0,0.0
3232,"TKT1,TKT2|TALA",6pgc,0.0,0.0
3233,"TKT1,TKT2|TALA",r5p,0.0,0.0
3234,"TKT1,TKT2|TALA",succ,0.0,0.0
3235,"TKT1,TKT2|TALA",xu5p_D,0.0,0.0
3236,"TKT1,TKT2|TALA",2pg,0.0,0.0
3237,"TKT1,TKT2|TALA",ac,0.0,0.0
3238,"TKT1,TKT2|TALA",dhap,0.0,0.0
3239,"TKT1,TKT2|TALA",electrons,0.0,0.0
3240,"TKT1,TKT2|PPC",g6p,0.0,0.0
3241,"TKT1,TKT2|PPC",f6p,0.0,0.0
3242,"TKT1,TKT2|PPC",6pgc,0.0,0.0
3243,"TKT1,TKT2|PPC",r5p,0.0,0.0
3244,"TKT1,TKT2|PPC",succ,0.0,0.0
3245,"TKT1,TKT2|PPC",xu5p_D,0.0,0.0
3246,"TKT1,TKT2|PPC",2pg,0.0,0.0
3247,"TKT1,TKT2|PPC",ac,0.0,0.0
3248,"TKT1,TKT2|PPC",dhap,0.0,0.0
3249,"TKT1,TKT2|PPC",electrons,0.0,0.0
3250,"TKT1,TKT2|PPCK",g6p,0.0,0.0
3251,"TKT1,TKT2|PPCK",f6p,0.0,0.0
3252,"TKT1,TKT2|PPCK",6pgc,0.0,0.0
3253,"TKT1,TKT2|PPCK",r5p,0.0,0.0
3254,"TKT1,TKT2|PPCK",succ,0.0,0.0
3255,"TKT1,TKT2|PPCK",xu5p_D,0.0,0.0
3256,"TKT1,TKT2|PPCK",2pg,0.0,0.0
3257,"TKT1,TKT2|PPCK",ac,0.0,0.0
3258,"TKT1,TKT2|PPCK",dhap,0.0,0.0
3259,"TKT1,TKT2|PPCK",electrons,0.0,0.0
3260,"TKT1,TKT2|CS",g6p,0.0,0.0
3261,"TKT1,TKT2|CS",f6p,0.0,0.0
3262,"TKT1,TKT2|CS",6pgc,0.0,0.0
3263,"TKT1,TKT2|CS",r5p,0.0,0.0
3264,"TKT1,TKT2|CS",succ,0.0,0.0
3265,"TKT1,TKT2|CS",xu5p_D,0.0,0.0
3266,"TKT1,TKT2|CS",2pg,0.0,0.0
3267,"TKT1,TKT2|CS",ac,0.0,0.0
3268,"TKT1,TKT2|CS",dhap,0.0,0.0
3269,"TKT1,TKT2|CS",electrons,0.0,0.0
3270,"TKT1,TKT2|ACONTa,ACONTb",g6p,0.0,0.0
3271,"TKT1,TKT2|ACONTa,ACONTb",f6p,0.0,0.0
3272,"TKT1,TKT2|ACONTa,ACONTb",6pgc,0.0,0.0
3273,"TKT1,TKT2|ACONTa,ACONTb",r5p,0.0,0.0
3274,"TKT1,TKT2|ACONTa,ACONTb",succ,0.0,0.0
3275,"TKT1,TKT2|ACONTa,ACONTb",xu5p_D,0.0,0.0
